Date Scraped,Job Title,Company Name,Location,Salary Range,Date Posted,Applicants,Job Level,Industry,Description,Recruiter Name,Recruiter Position,Job Link
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3799963038&keywords=data%20analyst&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3889099142&keywords=data%20analyst&location=united%20states
2024-04-16,Data Analyst,Numero Data,"Herndon, VA","$70,000.00/yr - $75,000.00/yr",7 hours ago,Over 200 applicants,Mid-Senior level,"Data Infrastructure and Analytics, Civil Engineering, and Business Consulting and Services","Required Skills:Ideal candidate should have a degree in a quantitative field (e.g., mathematics, computer science, physics, economics, engineering, statistics, operations research, quantitative social science, etc.).Basic Knowledge on software development principles and architecture.Good analytical and problem-solving abilities.Ability to break down and understand complex business problems, define a solution and implement it using advanced quantitative methods.Familiarity with programming for data analysis; ideally Python, SQL, or R.Solid oral and written communication skills, especially around analytical concepts and methods.Great work ethic and intellectual curiosity.Knowledge of Cloud technologies such as AWS or Google Cloud.Knowledge of any relational database such as My SQL.Must be a team player with excellent communication and problem-solving skills and have experience working with customers across teams.",Mohd. Ibrahim,"Sr. Technical Recruiter || Hiring Data Scientist/Analyst, Data Engineer, BI Lead.",https://www.linkedin.com/jobs/search/?currentJobId=3899540515&keywords=data%20analyst&location=united%20states
2024-04-16,Entry Level Data Analyst,Engtal,United States,"$90,000.00/yr - $135,000.00/yr",2 days ago,Over 200 applicants,Entry level,"Investment Banking, Banking, and Financial Services","Please note: If you're interested in this position, please only apply via LinkedIn and do not reach out to our team directly as this can slow down our hiring process.We're a market leading Investment Bank that is currently in the process of expanding our team of Analysts. We're looking for a talented and ambitious Data Analyst.Responsibilities:Collaborate with cross-functional teams to gather, analyze, and document business requirements.Assist in the development and implementation of financial models and analysis.Conduct data analysis to identify trends, patterns, and insights to support decision-making.Prepare reports and presentations to communicate findings and recommendations to stakeholders.Participate in the design and optimization of business processes to enhance efficiency.Assist in the testing and validation of financial software applications.Stay informed about industry trends, regulatory changes, and market developments.Qualifications:Bachelors degree in Computer Science, Statistics or similarExposure to Python, R or SAS would be preferredStrong analytical and quantitative skills.Proficiency in Microsoft Excel, and familiarity with data analysis tools.Excellent communication and interpersonal skills.Ability to work collaboratively in a team environment.Detail-oriented with a proactive and problem-solving mindset.Eagerness to learn and adapt to evolving business needs.This is an exciting opportunity for a recent graduate or entry-level professional to kickstart their career in finance. Join our dynamic team, where you'll have the chance to work on diverse projects, contribute to strategic initiatives, and grow professionally in the finance industry",Christopher James,Working with the best financial professional on the west coast of the US,https://www.linkedin.com/jobs/search/?currentJobId=3896229055&keywords=data%20analyst&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3890847539&keywords=data%20analyst&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3890855206&keywords=data%20analyst&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3893340930&keywords=data%20analyst&location=united%20states
2024-04-16,Data Analyst,Business Centric Technology,"Dallas, TX","$95,000.00/yr - $120,000.00/yr",1 day ago,Over 200 applicants,Mid-Senior level,Legal Services,"BCT has partnered with a large, national legal firm to identify a Data Analyst with experience manipulating date in the medical, legal, insurance, or claims administration industries. The position is 4 days a week on-site and can live in any of the following cities: Los Angeles, Dallas, Chicago, Indianapolis, Washington DC, Morristown, NJ, or Philadelphia. This position is open to W2 applicants only and no third parties allowed.SALARY OFFERED: Range of $95-120k depending on candidate’s experience, etc.WELLNESS/FLEXIBILITY:Medical, Dental, Vision & Flexible Spending Accounts (FSA & HSA)Life, AD&D & Survivor Benefits insurance plansShort & Long Term Disability InsuranceMultiple 401K options and Retirement PlanSick Leave, Vacation Pay, Paid Holidays & Paternity LeaveRESPONSIBILITIES:Work closely with partners to understand data requirements and deliver precise and timely informationManage and maintain database and user platforms specific to mass tort litigation and settlementsAssist internal teams with general data operations, including imports, transfers, and exportsAssist in standardizing data operation processes and documenting processes for internal teams, and drive back-end system improvementsCompile, clean, and validate data from various sources to ensure consistent and reliable data and information integrityAnalyze and interpret data to identify trends, patterns, and opportunitiesGenerate comprehensive reports and build visualizations/dashboards providing insights relevant to mass tort resolutionsAssist partners in development of data models to support settlement negotiations and legal resolution strategiesEnsure compliance with legal data management standards and practices.QUALIFICATIONS:Bachelor's degree in Business Administration, Information Technology, Engineering, or related field.Expert Excel skills requiredStrong technical skills in data management, and experience working with SQL data sourcesExperience in data modeling, analysis, and projection.Excellent analytical skills with the ability to collect, clean, organize, analyze, and disseminate significant amounts of information with a focus on detail and accuracy.Strong communication and collaboration skillsAbility to work independently in a fast-paced and deadline-driven legal environmentExposure to Python, and business intelligence tools such as Tableau, PowerBI, Looker, etc., is a plusExperience with medical, legal, or insurance data and/or industries is requiredApply now! CP #8367",Aaron Binder,Senior Technical Recruiter at Business Centric Technology,https://www.linkedin.com/jobs/search/?currentJobId=3840189575&keywords=data%20analyst&location=united%20states
2024-04-16,Data Analyst,Motion Recruitment,"California, United States",$45.00/hr - $50.00/hr,6 days ago,Over 200 applicants,Mid-Senior level,Financial Services,"Title: BI Reporting Analyst IILocation: San Diego CA/Mountain View CA/San francisco/CADuration: 08+ Months ContractDescription:Performs business analysis using various techniques, e.g. statistical analysis, explanatory and predictive modeling, data mining. Determines best practices and develops actionable insights and recommendations for the current business operations. Works directly with the internal or external client to identify analytical requirements. May help to produce ad hoc data and reports. May assist in implementing or developing systems to capture business operation information. May occasionally guide less experienced business data analysts.Skills: Strong analytical skills. Knowledge of SQL and relational databases, as well as BI tools such as Tableau. Skills Matrics: SQL, dashboarding (tableau, qlik), and Python are preferred.",Adnan Bhat,Senior Recruiting Lead- International Recruitment at Motion Recruitment,https://www.linkedin.com/jobs/search/?currentJobId=3892599658&keywords=data%20analyst&location=united%20states
2024-04-16,Data Analyst,firstPRO 360,Atlanta Metropolitan Area,NA,1 day ago,Over 200 applicants,Associate,Staffing and Recruiting,"Hey there! Want to join our awesome team as a client facing Data Analyst? Here's the lowdown:We're all about helping our clients rock it with our application, and you'll be a key player in making that happen. Picture yourself guiding new clients through the onboarding process and delivering top-notch consulting services. You'll be the go-to person for managing project flows, chatting it up with clients, and teaming up with them to hit their goals out of the park.We're on the lookout for rising stars with 1-3 years of client-facing mojo. If you've got a knack for getting things done and making clients happy, we want you on our squad.Here's what you'll be diving into:Building solid relationships with our clientsTeamwork makes the dream work, so collaborating efficiently with your crew on client projectsFiguring out what our clients really need and helping them make sense of it allBeing the data guru and showing our clients the ropes on how to use our application like a proGetting your project management groove on and making sure everything runs smoothlyBringing people together and getting everyone on the same pageHosting some awesome workshops with our clients and their bigwigsKeeping everyone in the loop, both on and off the project teamGetting in on the ground floor of new product/service ideas and helping them take flightWhat you'll bring to the table:A degree in Business or Engineering would be cool, or if you've got some management consulting experience and a solid GPA, that works too1-3 years of doing your thing in the professional worldA work ethic that could move mountains and integrity that's rock-solidMad skills in project management, consulting, and analyzing stuffCommunication skills that could charm the socks off anyone, even the big bossesA knack for building and keeping awesome client relationshipsJuggling multiple projects like a proData analysis experience with tools like SQL and Excel. Being a Microsoft Office whiz, whipping up complex analytical models and reports like it's no biggieFeeling right at home in a dynamic, go-getter environmentSound like your kind of jam? Let's chat!",Aaron T. McCurdy,"Recruiting Team Lead, IT Division",https://www.linkedin.com/jobs/search/?currentJobId=3899615755&keywords=data%20analyst&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3887684983&keywords=data%20analyst&location=united%20states
2024-04-16,Data Analyst,Unisys,United States,NA,6 days ago,Over 200 applicants,Mid-Senior level,IT Services and IT Consulting,"Description:Proficient in SQL, Python, SAS• Writing and refining user stories based on business-driven functionality.• Moving the product towards desired end state by translating requirements between product and technical teams.• Leverage knowledge of financial securities and mortgage loans to research issues in a timely manner and ensure appropriate presentation of activities and data;• Support the development, implementation and documentation of Regulatory Reporting requirements and related processes;• Develop and maintain documentation for Regulatory Reporting’s processes and controls• Support enhancement efforts to ensure and/or improve data integrity, accuracy, and process efficiency including researching issues, proposing solutions to data quality issues, writing requirements, and performing testing• Collaborate with internal business areas to understand transactions and processes.• Analyze data quality issues: profiling, analyzing, identifying proper data sources using SQL.#LI-CGTS #TS-0942",Anil Kumar C,Manager - Talent Solutions,https://www.linkedin.com/jobs/search/?currentJobId=3893035708&keywords=data%20analyst&location=united%20states
2024-04-16,Data Analyst,Aquila Engineering LLC,United States,NA,8 hours ago,Over 200 applicants,Entry level,Oil and Gas,"About Aquila Engineering:The company operates internationally and is growing by the day. Our mission is our mission is to revolutionize oil and gas operations through cutting-edge digital technology, driving safety, efficiency, and sustainability in every aspect of our industry. We work in dozens of countries and provide innovative solutions to our clients. Our core values are the backbone of our business and guide our hiring process, which include integrity, excellence, teamwork, quality, accountability and alignment.Job Title: Data AnalystDepartment: Data Analysis/ScienceJob Description: Aquila Engineering is seeking a skilled Data Scientist with a strong analytical background to join our team. This role is an excellent opportunity for professionals passionate about leveraging data to drive business insights and solutions.Key Responsibilities:Develop and implement sophisticated data analysis algorithms and models.Utilize Python, SQL, MATLAB, and other tools for data processing and analysis.Analyze large datasets to uncover trends, patterns, and actionable insights.Collaborate with various teams to understand business challenges and provide data-driven solutions.Develop and maintain applications using Unity 3D.Present complex data findings in a clear and concise manner to stakeholders.Qualifications:Bachelor’s or Master’s degree in Data Science, Statistics, Computer Science, or related field.Experience or interest in data analytics and Unity development.Preferred experience: 3-5 years in data analysis or a related role.Proficiency in Python, SQL, MATLAB, and other data analysis tools.Excellent analytical, problem-solving, and communication skills.Experience in data visualization and interpreting complex data sets.Experience in Unity 3D.Follow Us on LinkedIn: Stay updated on the latest job openings and company news at Aquila Engineering by following our LinkedIn page. Be the first to know about exciting career opportunities and industry updates.Commitment to Diversity:As an equal opportunity employer committed to meeting the needs of a multigenerational and multicultural workforce, Aquila Engineering recognizes that a diverse staff, reflective of our community, is an integral and welcome part of a successful and ethical business. We hire local talent at all levels regardless of race, color, religion, age, national origin, gender, or disability and actively foster inclusion in all forms both within our company and across interactions with clients, candidates, and partners.",NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3899519086&keywords=data%20analyst&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3710579580&keywords=data%20analyst&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3893530055&keywords=data%20analyst&location=united%20states
